City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Arroyo,ES,2021-09-09 04:08:05,41.6096,-4.7969,63.14,87,0,8.05
295,Pozo Colorado,PY,2021-09-09 04:08:05,-23.4923,-58.7972,66.74,53,100,4.63
296,Grand Gaube,MU,2021-09-09 04:08:05,-20.0064,57.6608,70.38,77,6,7.0
297,Guerrero Negro,MX,2021-09-09 04:08:06,27.9769,-114.0611,72.72,83,75,13.11
298,Payo,ID,2021-09-09 04:08:06,-3.7508,103.6372,89.89,50,32,2.21
299,Presidencia Roque Saenz Pena,AR,2021-09-09 04:08:07,-26.7852,-60.4388,53.49,62,0,4.63
300,Kuusamo,FI,2021-09-09 04:08:07,65.9667,29.1833,39.24,93,0,5.75
301,Kaeo,NZ,2021-09-09 04:08:07,-35.1,173.7833,61.32,65,39,10.47
302,Anadyr,RU,2021-09-09 04:08:08,64.75,177.4833,41.5,93,75,20.13
303,Hasaki,JP,2021-09-09 04:08:08,35.7333,140.8333,70.2,93,100,4.09
304,Alenquer,BR,2021-09-09 04:08:09,-1.9417,-54.7383,79.14,77,47,4.36
305,Vilhena,BR,2021-09-09 04:08:09,-12.7406,-60.1458,80.13,43,97,2.62
306,Komsomolskiy,UZ,2021-09-09 04:08:09,40.4272,71.7189,79.52,21,0,9.22
307,Yumbe,UG,2021-09-09 04:08:10,3.4651,31.2469,64.2,94,99,0.63
308,Kenora,CA,2021-09-09 04:08:10,49.8167,-94.4337,60.78,92,91,4.61
309,Tiksi,RU,2021-09-09 04:08:10,71.6872,128.8694,39.34,66,70,20.94
310,Visby,SE,2021-09-09 04:08:11,57.6409,18.296,61.86,94,20,6.91
311,Wagga Wagga,AU,2021-09-09 04:08:11,-35.1167,147.3667,69.6,62,63,10.29
312,Bandarbeyla,SO,2021-09-09 04:08:12,9.4942,50.8122,80.38,58,99,26.57
313,Ampanihy,MG,2021-09-09 04:08:12,-24.7,44.75,62.85,88,0,5.53
314,Teguise,ES,2021-09-09 04:08:12,29.0605,-13.564,70.02,83,40,9.22
315,Kirkenes,NO,2021-09-09 04:08:13,69.7271,30.0458,41.95,87,40,6.91
316,Skibbereen,IE,2021-09-09 04:08:13,51.55,-9.2667,62.4,98,100,2.06
317,Liverpool,GB,2021-09-09 04:08:13,53.4106,-2.9779,66.58,87,20,3.0
318,Georgetown,MY,2021-09-09 04:06:46,5.4112,100.3354,82.33,80,20,1.01
319,Darasun,RU,2021-09-09 04:08:14,51.6667,114.0,45.14,53,89,6.78
320,Dekar,BW,2021-09-09 04:08:14,-21.5333,21.9333,61.43,69,81,8.57
321,Setermoen,NO,2021-09-09 04:08:14,68.861,18.3486,47.43,97,100,3.89
322,Vangaindrano,MG,2021-09-09 04:08:15,-23.35,47.6,65.53,85,0,5.19
323,Dzhebariki-Khaya,RU,2021-09-09 04:08:15,62.2167,135.8,57.94,31,0,7.25
324,Nishihara,JP,2021-09-09 04:08:16,26.1842,127.7558,89.26,70,40,11.5
325,Viedma,AR,2021-09-09 04:08:16,-40.8135,-62.9967,44.87,95,68,5.73
326,Balykshi,KZ,2021-09-09 04:08:16,47.0667,51.8667,50.0,62,0,4.47
327,Bilibino,RU,2021-09-09 04:08:17,68.0546,166.4372,36.0,66,100,12.75
328,Severo-Kurilsk,RU,2021-09-09 04:08:17,50.6789,156.125,57.76,86,100,13.38
329,Dom Pedrito,BR,2021-09-09 04:08:17,-30.9828,-54.6731,51.42,94,49,11.45
330,Yerbogachen,RU,2021-09-09 04:08:18,61.2767,108.0108,53.53,83,100,5.35
331,Tsabong,BW,2021-09-09 04:08:18,-26.0217,22.401,52.3,91,0,11.74
332,Tinskoy,RU,2021-09-09 04:08:18,56.1525,96.9161,58.05,61,100,8.39
333,Matara,LK,2021-09-09 04:08:19,5.9485,80.5353,85.03,69,46,12.06
334,Itoman,JP,2021-09-09 04:08:19,26.1247,127.6694,89.98,70,40,11.5
335,Muli,MV,2021-09-09 04:08:19,2.9167,73.5667,82.2,66,62,4.03
336,Conceicao Do Araguaia,BR,2021-09-09 04:08:20,-8.2578,-49.2647,75.43,67,22,1.74
337,Bambous Virieux,MU,2021-09-09 04:08:20,-20.3428,57.7575,70.21,76,14,13.0
338,Sept-Iles,CA,2021-09-09 04:04:22,50.2001,-66.3821,58.05,96,90,4.0
339,Aqtobe,KZ,2021-09-09 04:08:21,50.2797,57.2072,53.69,47,0,15.66
340,Novska,HR,2021-09-09 04:08:21,45.3406,16.9769,48.07,64,58,0.85
341,Barra,BR,2021-09-09 04:08:21,-11.0894,-43.1417,76.05,62,6,10.56
342,Mitu,CO,2021-09-09 04:08:22,1.1983,-70.1733,70.68,87,85,2.04
343,Upernavik,GL,2021-09-09 04:08:22,72.7868,-56.1549,29.86,77,100,11.36
344,Atar,MR,2021-09-09 04:08:22,20.5169,-13.0499,92.79,14,40,3.4
345,Sao Gabriel Da Cachoeira,BR,2021-09-09 04:08:23,-0.1303,-67.0892,71.83,98,96,1.43
346,Portland,US,2021-09-09 04:08:14,45.5234,-122.6762,77.25,61,20,1.01
347,Kousseri,CM,2021-09-09 04:08:23,12.0769,15.0306,77.58,76,98,5.88
348,Ginda,IN,2021-09-09 04:08:23,30.6945,78.4932,64.67,95,100,2.24
349,Porto Velho,BR,2021-09-09 04:08:24,-8.7619,-63.9039,77.05,83,27,0.0
350,Mount Isa,AU,2021-09-09 04:08:24,-20.7333,139.5,82.17,11,0,17.27
351,Bara,NG,2021-09-09 04:08:25,10.3744,10.7288,73.65,87,99,3.42
352,Yinchuan,CN,2021-09-09 04:08:25,38.4681,106.2731,86.92,11,1,13.04
353,Florianopolis,BR,2021-09-09 04:05:57,-27.6146,-48.5012,65.43,94,75,8.05
354,Port Lincoln,AU,2021-09-09 04:08:25,-34.7333,135.8667,72.3,30,4,26.46
355,Chihuahua,MX,2021-09-09 04:07:41,28.5,-106.0,73.4,34,27,9.82
356,Lazaro Cardenas,MX,2021-09-09 04:08:26,17.9583,-102.2,77.95,89,100,4.23
357,Sakata,JP,2021-09-09 04:08:26,38.9167,139.855,75.04,84,31,11.77
358,Mayo,US,2021-09-09 04:08:27,38.8876,-76.5119,76.98,84,20,1.99
359,Marienburg,PL,2021-09-09 04:08:27,54.0359,19.0266,56.88,77,9,7.38
360,Bethel,US,2021-09-09 04:08:27,41.3712,-73.414,75.56,86,75,8.05
361,Naushki,RU,2021-09-09 04:08:28,50.3828,106.1056,56.91,49,0,4.34
362,Hofn,IS,2021-09-09 04:08:28,64.2539,-15.2082,50.36,53,11,8.34
363,Marzuq,YE,2021-09-09 04:08:28,14.4,46.4667,81.34,49,90,8.72
364,Carbonia,IT,2021-09-09 04:08:29,39.1672,8.5222,74.05,79,20,12.41
365,Fortuna,US,2021-09-09 04:08:29,40.5982,-124.1573,55.33,65,62,4.83
366,Gvardeysk,RU,2021-09-09 04:08:30,54.6477,21.0651,55.45,91,11,6.17
367,Ambulu,ID,2021-09-09 04:08:30,-8.345,113.6058,86.63,56,100,11.52
368,Sitio Novo Do Tocantins,BR,2021-09-09 04:08:30,-5.5183,-47.4611,78.57,60,61,4.12
369,Norman Wells,CA,2021-09-09 04:08:31,65.282,-126.8329,52.61,77,27,7.45
370,Bodden Town,KY,2021-09-09 04:08:31,19.2833,-81.25,83.93,88,6,1.01
371,Catamarca,AR,2021-09-09 04:08:31,-28.4696,-65.7852,50.05,55,0,2.59
372,Karratha,AU,2021-09-09 04:08:32,-20.7377,116.8463,87.57,17,0,9.66
373,Novopavlovka,RU,2021-09-09 04:08:32,51.2172,109.2091,52.14,63,98,1.28
374,Ixtapa,MX,2021-09-09 04:08:32,20.7,-105.2,74.23,97,100,4.94
375,Saint-Pierre,RE,2021-09-09 04:08:33,-21.3393,55.4781,71.29,58,0,8.05
376,Kawambwa,ZM,2021-09-09 04:08:33,-9.7915,29.0791,65.35,43,44,5.44
377,San Luis,AR,2021-09-09 04:08:33,-33.295,-66.3356,40.3,88,4,4.72
378,Tahta,EG,2021-09-09 04:08:34,26.7693,31.5021,84.45,28,0,8.97
379,Pacific Grove,US,2021-09-09 04:08:34,36.6177,-121.9166,81.16,87,20,5.99
380,Aswan,EG,2021-09-09 04:08:35,24.0934,32.907,86.65,23,4,10.6
381,Puerto Quijarro,BO,2021-09-09 04:08:35,-17.7833,-57.7667,73.69,61,80,9.6
382,Cassilandia,BR,2021-09-09 04:08:35,-19.1133,-51.7342,82.4,32,62,4.7
383,Ryotsu,JP,2021-09-09 04:08:36,38.0833,138.4333,77.23,75,33,9.26
384,Guhagar,IN,2021-09-09 04:08:36,17.4842,73.1929,80.69,87,100,14.34
385,Terrace,CA,2021-09-09 04:04:26,54.5163,-128.6035,58.42,93,100,1.9
386,Flin Flon,CA,2021-09-09 04:08:36,54.7682,-101.865,52.75,74,54,5.12
387,Timra,SE,2021-09-09 04:08:37,62.487,17.3257,54.68,96,90,2.3
388,Registro,BR,2021-09-09 04:08:37,-24.4875,-47.8436,67.8,96,93,2.8
389,Matoury,GF,2021-09-09 04:08:38,4.8483,-52.3317,82.02,94,0,2.3
390,Vanavara,RU,2021-09-09 04:08:38,60.34,102.2797,53.69,55,72,7.36
391,Tura,IN,2021-09-09 04:08:38,25.5198,90.2201,84.15,71,100,0.87
392,Villa Rica,US,2021-09-09 04:03:51,33.7321,-84.9191,73.78,96,100,5.08
393,Tunduma,TZ,2021-09-09 04:08:39,-9.3,32.7667,54.1,82,32,4.18
394,Kedrovyy,RU,2021-09-09 04:08:40,56.1667,91.8167,52.21,85,62,9.91
395,Umm Lajj,SA,2021-09-09 04:08:40,25.0213,37.2685,97.45,24,18,16.15
396,Galeana,MX,2021-09-09 04:08:40,24.8333,-100.0667,60.1,75,90,3.22
397,Dankov,RU,2021-09-09 04:08:41,53.2515,39.1555,56.64,61,100,14.12
398,Gazalkent,UZ,2021-09-09 04:08:41,41.5581,69.7708,64.76,20,1,5.55
399,Dudinka,RU,2021-09-09 04:08:42,69.4058,86.1778,49.06,81,99,5.28
400,Necochea,AR,2021-09-09 04:08:42,-38.5473,-58.7368,51.04,93,100,25.46
401,Severo-Yeniseyskiy,RU,2021-09-09 04:08:43,60.3725,93.0408,50.45,63,100,13.65
402,Okato,NZ,2021-09-09 04:08:43,-39.2,173.8833,55.42,87,72,15.95
403,Greymouth,NZ,2021-09-09 04:08:43,-42.4667,171.2,53.49,87,73,15.75
404,Logon,PH,2021-09-09 04:08:44,11.3303,124.1146,84.29,71,100,7.2
405,Naze,JP,2021-09-09 04:08:44,28.3667,129.4833,79.79,77,57,6.46
406,Cockburn Town,TC,2021-09-09 04:08:28,21.4612,-71.1419,82.45,71,3,9.08
407,Buraydah,SA,2021-09-09 04:08:45,26.326,43.975,84.16,18,2,4.52
408,Kirakira,SB,2021-09-09 04:08:45,-10.4544,161.9205,81.57,77,95,14.97
409,Kardla,EE,2021-09-09 04:08:46,58.9978,22.7492,57.18,94,90,4.61
410,Carnarvon,AU,2021-09-09 04:08:46,-24.8667,113.6333,75.94,39,0,7.56
411,Tandahimba,TZ,2021-09-09 04:08:46,-10.75,39.6333,66.49,94,29,2.37
412,Aljezur,PT,2021-09-09 04:08:47,37.3191,-8.8033,67.19,96,21,5.68
413,Lima,PE,2021-09-09 04:08:03,-12.0432,-77.0282,58.89,89,90,5.75
414,Puerto Escondido,MX,2021-09-09 04:08:47,15.85,-97.0667,80.29,85,100,4.41
415,Lagunas,PE,2021-09-09 04:08:47,-5.2269,-75.6753,80.02,70,100,2.82
416,Gunjur,GM,2021-09-09 04:08:48,13.2019,-16.7339,79.93,83,69,6.44
417,Pringsewu,ID,2021-09-09 04:08:48,-5.3582,104.9744,83.25,71,71,5.61
418,Ostrovnoy,RU,2021-09-09 04:08:49,68.0531,39.5131,40.3,84,99,21.59
419,Kudahuvadhoo,MV,2021-09-09 04:08:49,2.6708,72.8944,82.13,67,40,4.34
420,San Quintin,MX,2021-09-09 04:08:49,30.4833,-115.95,71.24,85,83,7.47
421,Bathsheba,BB,2021-09-09 04:08:50,13.2167,-59.5167,83.01,78,20,18.41
422,Bishop Auckland,GB,2021-09-09 04:08:50,54.6555,-1.6771,64.4,87,93,2.91
423,Buta,CD,2021-09-09 04:08:51,2.7858,24.73,68.29,99,100,1.59
424,Pafos,CY,2021-09-09 04:08:51,34.7667,32.4167,74.98,69,20,4.61
425,Poum,NC,2021-09-09 04:08:51,-20.2333,164.0167,71.02,57,100,9.06
426,Ola,RU,2021-09-09 04:08:52,59.5833,151.2833,48.87,45,63,8.68
427,Mananara,MG,2021-09-09 04:08:52,-16.1667,49.7667,69.69,78,42,2.26
428,Dumas,US,2021-09-09 04:08:52,35.8656,-101.9732,71.02,52,1,6.91
429,Ust-Ilimsk,RU,2021-09-09 04:08:53,58.0006,102.6619,55.99,40,12,9.42
430,Dunmore East,IE,2021-09-09 04:08:53,52.1514,-6.9861,63.63,97,89,6.6
431,Kulhudhuffushi,MV,2021-09-09 04:08:53,6.6221,73.07,82.85,72,87,8.16
432,Tual,ID,2021-09-09 04:07:17,-5.6667,132.75,80.69,80,88,20.78
433,Boralday,KZ,2021-09-09 04:08:54,43.3578,76.8594,73.26,27,75,6.71
434,Pingyin,CN,2021-09-09 04:08:54,36.2831,116.4453,81.97,64,3,18.81
435,Burnie,AU,2021-09-09 04:08:55,-41.0667,145.9167,56.21,84,96,19.24
436,Laguna,US,2021-09-09 04:05:03,38.421,-121.4238,94.32,36,1,1.99
437,Iskateley,RU,2021-09-09 04:08:55,67.6803,53.1512,40.64,97,100,6.15
438,Mirnyy,RU,2021-09-09 04:08:56,62.5353,113.9611,61.92,56,5,6.38
439,Macau,MO,2021-09-09 04:08:56,22.2006,113.5461,92.8,74,20,8.05
440,Marshall,US,2021-09-09 04:08:56,34.3834,-86.3333,74.08,92,90,5.75
441,Marsa Matruh,EG,2021-09-09 04:08:57,31.3525,27.2453,75.7,78,0,8.1
442,Puerto Rico,AR,2021-09-09 04:08:57,-26.796,-55.024,55.78,99,95,2.19
443,Saint-Augustin,CA,2021-09-09 04:08:58,51.226,-58.6502,55.17,92,78,3.89
444,Minot,US,2021-09-09 04:07:52,48.2325,-101.2963,58.82,63,1,4.0
445,Blumenau,BR,2021-09-09 04:08:58,-26.9194,-49.0661,67.75,55,100,1.01
446,Boguchany,RU,2021-09-09 04:08:59,58.3814,97.4531,55.9,47,49,11.99
447,Pelym,RU,2021-09-09 04:08:59,61.0108,61.9978,43.2,82,100,6.85
448,Lappersdorf,DE,2021-09-09 04:08:59,49.0569,12.09,55.71,91,5,3.74
449,Coquimbo,CL,2021-09-09 04:09:00,-29.9533,-71.3436,51.53,76,0,6.91
450,Misratah,LY,2021-09-09 04:09:00,32.3754,15.0925,75.27,62,5,2.42
451,Broken Hill,AU,2021-09-09 04:09:00,-31.95,141.4333,75.87,19,12,15.61
452,The Valley,AI,2021-09-09 04:09:01,18.217,-63.0578,83.82,76,60,9.51
453,Lavrentiya,RU,2021-09-09 04:09:01,65.5833,-171.0,42.19,98,100,7.99
454,Ternate,ID,2021-09-09 04:09:02,0.8,127.4,84.18,69,64,1.63
455,Chau Doc,VN,2021-09-09 04:09:02,10.7,105.1167,86.47,65,100,13.13
456,Santa Cruz,BO,2021-09-09 04:09:03,-17.8,-63.1667,67.46,68,75,18.41
457,Strezhevoy,RU,2021-09-09 04:09:03,60.7333,77.5889,44.58,67,100,8.5
458,Faya,SA,2021-09-09 04:09:03,18.3851,42.4509,66.72,20,32,5.82
459,Chapleau,CA,2021-09-09 04:09:04,47.8405,-83.4034,48.92,97,100,7.49
460,Kasongo-Lunda,CD,2021-09-09 04:09:04,-6.4667,16.8167,73.58,68,5,1.77
461,Mato Verde,BR,2021-09-09 04:09:04,-15.3972,-42.8664,67.87,63,0,6.49
462,Goderich,CA,2021-09-09 04:07:50,43.7501,-81.7165,65.91,75,12,18.57
463,Mandurah,AU,2021-09-09 04:09:05,-32.55,115.7,54.91,89,100,4.61
464,Neryungri,RU,2021-09-09 04:09:05,56.6709,124.6491,54.64,85,100,1.28
465,Fort Nelson,CA,2021-09-09 04:09:06,58.8053,-122.7002,52.11,81,100,0.94
466,Tuatapere,NZ,2021-09-09 04:09:06,-46.1333,167.6833,55.81,75,100,17.54
467,Tall Kayf,TR,2021-09-09 04:09:06,37.0833,41.0667,64.74,24,0,5.44
468,Smithers,CA,2021-09-09 04:06:20,54.7804,-127.1743,53.69,78,100,3.0
469,Sennoy,RU,2021-09-09 04:09:07,52.1509,46.9631,55.56,52,87,12.8
470,Palmer,US,2021-09-09 04:09:07,42.1584,-72.3287,74.01,69,90,6.91
471,Taltal,CL,2021-09-09 04:09:08,-25.4,-70.4833,58.17,74,4,1.25
472,Pitiquito,MX,2021-09-09 04:09:08,30.7,-112.0833,89.58,49,41,13.35
473,Villazon,BO,2021-09-09 04:09:08,-22.0866,-65.5942,41.38,26,73,0.72
474,La Paz,BO,2021-09-09 04:09:09,-16.5,-68.15,40.98,87,75,3.44
475,Mahon,ES,2021-09-09 04:09:09,39.8885,4.2658,75.76,94,90,3.44
476,Ajdabiya,LY,2021-09-09 04:09:10,30.7554,20.2263,71.15,72,0,5.88
477,Sola,VU,2021-09-09 04:09:10,-13.8833,167.55,78.15,76,62,25.32
478,Itupiranga,BR,2021-09-09 04:09:10,-5.1347,-49.3267,77.32,78,28,3.6
479,Pare,ID,2021-09-09 04:09:11,-7.7679,112.198,92.77,34,75,4.72
480,Aksu,CN,2021-09-09 04:09:11,41.1231,80.2644,83.53,13,0,4.07
481,Skelleftea,SE,2021-09-09 04:09:11,64.7507,20.9528,46.76,64,58,5.75
482,Magdagachi,RU,2021-09-09 04:09:12,53.45,125.8,60.01,82,100,5.64
483,Shakiso,ET,2021-09-09 04:07:14,5.75,38.9167,57.69,97,100,4.21
484,Hambantota,LK,2021-09-09 04:09:12,6.1241,81.1185,84.54,79,40,11.5
485,Vostok,RU,2021-09-09 04:09:12,46.4856,135.8833,67.32,61,65,5.26
486,Tommot,RU,2021-09-09 04:09:13,58.9564,126.2925,62.26,59,100,10.58
487,Kamenka,RU,2021-09-09 04:09:13,51.3223,42.7678,52.16,59,42,10.07
488,Quarai,BR,2021-09-09 04:09:13,-30.3875,-56.4514,49.98,89,41,16.37
489,Hillsborough,US,2021-09-09 04:09:14,37.5741,-122.3794,82.81,83,20,1.01
490,Kharp,RU,2021-09-09 04:09:14,66.8014,65.8081,39.7,82,89,5.68
491,Alice Springs,AU,2021-09-09 04:08:26,-23.7,133.8833,81.95,9,0,11.5
492,Mitsamiouli,KM,2021-09-09 04:09:15,-11.3847,43.2844,75.96,79,22,10.42
493,Ketchikan,US,2021-09-09 04:09:15,55.3422,-131.6461,54.07,94,75,3.44
494,Ankazoabo,MG,2021-09-09 04:09:15,-22.2833,44.5167,64.33,48,0,8.16
495,Izhma,RU,2021-09-09 04:09:16,65.0083,53.9113,45.41,98,100,8.84
496,Beloha,MG,2021-09-09 04:09:16,-25.1667,45.05,64.33,85,0,4.14
497,Uttaradit,TH,2021-09-09 04:09:16,17.6667,100.5,72.79,97,100,1.81
498,Myaundzha,RU,2021-09-09 04:09:17,63.0494,147.1858,39.58,39,100,7.49
499,Camacupa,AO,2021-09-09 04:09:17,-12.0167,17.4833,64.36,40,3,1.16
500,Igarka,RU,2021-09-09 04:09:18,67.4667,86.5833,46.6,92,100,4.79
501,Fare,PF,2021-09-09 04:09:18,-16.7,-151.0167,78.55,73,6,9.22
502,Sibolga,ID,2021-09-09 04:09:18,1.7427,98.7792,83.79,63,91,4.25
503,Gornopravdinsk,RU,2021-09-09 04:09:19,60.05,69.9,45.93,70,100,4.23
504,Fukue,JP,2021-09-09 04:09:19,32.6881,128.8419,77.4,69,41,8.05
505,Kolodeznyy,RU,2021-09-09 04:09:20,51.3333,39.1833,52.61,63,77,8.66
506,Ossora,RU,2021-09-09 04:09:20,59.2353,163.0719,46.51,39,91,21.41
507,Renqiu,CN,2021-09-09 04:09:21,38.6989,116.0936,81.21,62,23,9.64
508,Dondo,MZ,2021-09-09 04:09:21,-19.6094,34.7431,66.2,95,9,3.06
509,Livezile,RO,2021-09-09 04:09:21,47.1833,24.5667,49.73,75,4,3.85
510,Peniche,PT,2021-09-09 04:09:22,39.3558,-9.3811,69.89,93,38,8.61
511,Tonneins,FR,2021-09-09 04:09:22,44.3921,0.3124,68.41,94,53,0.31
512,Tateyama,JP,2021-09-09 04:09:23,34.9833,139.8667,73.33,88,75,4.61
513,Rockland,US,2021-09-09 04:09:23,41.1668,-74.0496,76.05,88,29,4.54
514,Baruun-Urt,MN,2021-09-09 04:09:23,46.6806,113.2792,50.52,50,89,19.06
515,Pangnirtung,CA,2021-09-09 04:09:24,66.1451,-65.7125,36.55,77,0,9.4
516,Raymond Terrace,AU,2021-09-09 04:09:24,-32.75,151.75,84.2,19,0,20.71
517,Cabedelo,BR,2021-09-09 04:08:59,-6.9811,-34.8339,72.27,80,1,10.47
518,Copiapo,CL,2021-09-09 04:09:24,-27.3667,-70.3333,46.09,40,0,1.28
519,Lakatoro,VU,2021-09-09 04:09:25,-16.0999,167.4164,77.2,68,77,19.86
520,Bengkulu,ID,2021-09-09 04:05:21,-3.8004,102.2655,82.44,69,31,7.54
521,Westport,US,2021-09-09 04:09:25,41.1415,-73.3579,76.19,90,75,1.01
522,Olinda,BR,2021-09-09 04:09:26,-8.0089,-34.8553,71.33,83,75,2.3
523,Odweyne,SO,2021-09-09 04:09:26,9.4092,45.064,74.14,56,66,19.06
524,Porto Novo,BJ,2021-09-09 04:09:27,6.4965,2.6036,75.83,91,100,5.23
525,Severobaykalsk,RU,2021-09-09 04:09:27,55.65,109.3167,50.52,56,34,4.76
526,Hibbing,US,2021-09-09 04:09:27,47.4272,-92.9377,58.35,94,40,4.61
527,Oranjemund,NA,2021-09-09 04:09:28,-28.55,16.4333,64.87,28,0,8.41
528,Mehamn,NO,2021-09-09 04:09:28,71.0357,27.8492,42.98,87,75,11.5
529,Puerto Colombia,CO,2021-09-09 04:09:28,10.9878,-74.9547,82.49,83,69,8.86
530,Keighley,GB,2021-09-09 04:09:29,53.8679,-1.9066,65.59,85,100,1.01
531,Awassa,ET,2021-09-09 04:09:29,7.05,38.4667,60.78,97,100,3.4
532,Kibre Mengist,ET,2021-09-09 04:09:29,5.8833,38.9833,58.03,97,100,3.62
533,La Romana,DO,2021-09-09 04:09:30,18.4273,-68.9728,78.53,89,16,6.53
534,Twentynine Palms,US,2021-09-09 04:09:30,34.1356,-116.0542,93.34,32,0,9.86
535,Kokopo,PG,2021-09-09 04:09:31,-4.352,152.2633,83.5,63,96,10.18
536,Hit,IQ,2021-09-09 04:09:31,33.6416,42.8251,82.42,30,0,15.05
537,Arlit,NE,2021-09-09 04:09:32,18.7369,7.3853,89.42,31,88,2.57
538,Jati,PK,2021-09-09 04:09:32,24.3539,68.2671,84.4,73,100,15.88
539,Inongo,CD,2021-09-09 04:09:32,-1.95,18.2667,68.18,95,57,3.36
540,Sibu,MY,2021-09-09 04:09:33,2.3,111.8167,87.94,57,90,3.89
541,Damavand,IR,2021-09-09 04:09:33,35.7178,52.065,64.24,47,0,2.17
542,Eufaula,US,2021-09-09 04:05:14,31.8913,-85.1455,73.44,97,100,3.49
543,Touros,BR,2021-09-09 04:09:33,-5.1989,-35.4608,70.7,84,6,11.86
544,Zhigalovo,RU,2021-09-09 04:09:34,54.8097,105.1578,57.22,38,2,5.32
545,Adeje,ES,2021-09-09 04:09:34,28.1227,-16.726,73.02,78,20,18.41
546,Mumford,GH,2021-09-09 04:09:34,5.2618,-0.759,75.16,94,40,6.91
547,Fairbanks,US,2021-09-09 04:05:20,64.8378,-147.7164,59.09,74,1,0.0
548,Manakara,MG,2021-09-09 04:09:35,-22.1333,48.0167,65.23,83,0,5.46
549,Muzaffarabad,PK,2021-09-09 04:09:36,34.37,73.4711,80.69,76,47,3.36
550,Rocha,UY,2021-09-09 04:09:36,-34.4833,-54.3333,55.8,92,100,10.96
551,Dongsheng,CN,2021-09-09 04:09:37,39.8161,109.9776,73.96,16,0,15.08
552,Japura,ID,2021-09-09 04:09:37,-0.3167,102.35,90.64,52,21,2.51
553,Charters Towers,AU,2021-09-09 04:09:37,-20.1,146.2667,78.35,32,7,18.81
554,Najran,SA,2021-09-09 04:09:38,17.4924,44.1277,81.3,14,37,3.76
555,Tanete,ID,2021-09-09 04:09:38,-3.9443,119.7848,89.17,50,57,14.5
556,Clyde River,CA,2021-09-09 04:09:38,70.4692,-68.5914,29.97,70,44,10.98
557,Klichka,RU,2021-09-09 04:09:39,50.4457,117.996,50.63,61,48,8.97
558,Saint-Denis,FR,2021-09-09 04:07:17,48.9167,2.3333,70.57,93,90,4.61
559,Ankang,CN,2021-09-09 04:09:40,32.68,109.0172,81.55,68,99,3.53
560,Olafsvik,IS,2021-09-09 04:09:40,64.8945,-23.7142,50.27,80,15,13.98
561,Ewa Beach,US,2021-09-09 04:05:30,21.3156,-158.0072,84.15,61,1,9.22
562,Birao,CF,2021-09-09 04:09:40,10.2849,22.7882,70.07,98,100,10.18
563,Hays,US,2021-09-09 04:09:41,30.0502,-98.0336,81.46,49,74,2.64
564,Maniitsoq,GL,2021-09-09 04:09:41,65.4167,-52.9,38.26,72,12,16.11
565,Bubaque,GW,2021-09-09 04:09:42,11.2833,-15.8333,80.1,80,68,5.37
566,Tiarei,PF,2021-09-09 04:09:42,-17.5333,-149.3333,80.62,81,39,17.54
567,Maceio,BR,2021-09-09 04:09:42,-9.6658,-35.7353,72.84,100,40,0.0
568,El Dorado,US,2021-09-09 04:05:03,38.7666,-120.5177,83.53,34,1,1.01
569,Abu Zabad,SD,2021-09-09 04:09:43,12.35,29.25,71.73,83,85,9.26
570,Husavik,IS,2021-09-09 04:09:43,66.0449,-17.3389,45.41,70,1,7.92
571,Neiafu,TO,2021-09-09 04:09:44,-18.65,-173.9833,81.28,83,20,3.44
572,Cartagena,CO,2021-09-09 04:07:41,10.3997,-75.5144,81.12,80,97,6.91
573,Vallenar,CL,2021-09-09 04:09:44,-28.5708,-70.7581,59.52,36,0,1.63
574,Halifax,CA,2021-09-09 04:08:58,44.6453,-63.5724,65.52,89,0,1.99
575,Novooleksiyivka,UA,2021-09-09 04:09:45,46.2269,34.6428,58.48,50,0,9.89
576,Comodoro Rivadavia,AR,2021-09-09 04:09:45,-45.8667,-67.5,57.06,54,0,10.36
577,Wageningen,NL,2021-09-09 04:09:45,51.9667,5.6667,62.94,89,49,4.61
578,Batavia,US,2021-09-09 04:09:04,41.85,-88.3126,67.91,70,1,5.75
579,Nouadhibou,MR,2021-09-09 04:09:46,20.931,-17.0347,71.08,88,21,16.87
580,Oga,IT,2021-09-09 04:09:46,46.4631,10.347,49.69,90,18,1.83
581,Maumere,ID,2021-09-09 04:09:46,-8.6199,122.2111,85.87,58,65,9.35
582,Kailua,US,2021-09-09 04:09:10,21.4022,-157.7394,84.18,71,20,12.66
583,Lagos,NG,2021-09-09 04:09:03,6.5833,3.75,74.71,96,100,1.88
584,Brae,GB,2021-09-09 04:09:47,60.3964,-1.353,55.31,92,100,11.72
585,Nizhneudinsk,RU,2021-09-09 04:09:48,54.9076,99.0276,54.45,75,99,8.63
586,Tautira,PF,2021-09-09 04:09:48,-17.7333,-149.15,80.62,81,58,18.32
